   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   3.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   1.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   2.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   3.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   3.0000000000000000e+00   1.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   3.0000000000000000e+00   2.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   3.0000000000000000e+00   3.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   1.0000000000000000e+00   3.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   2.0000000000000000e+00   1.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   2.0000000000000000e+00   2.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   2.0000000000000000e+00   3.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   3.0000000000000000e+00   1.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   3.0000000000000000e+00   2.0000000000000000e+00
   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   3.0000000000000000e+00   3.0000000000000000e+00
