0	inf
0	inf
0	inf
1.50745	2.7016
1.50745	2.7016
3.12842	1.00717
2.24907	1.51001
2.24907	1.51001
3.00724	1.11472
2.02448	1.71799
3.18958	0.905246
4.75666	0.538759
3.04822	0.973712
3.39771	0.828832
5.39849	0.448834
2.88469	1.02562
2.88469	1.02562
6.04349	0.383995
4.30518	0.603961
4.30518	0.603961
5.87474	0.398954
3.14593	0.893176
4.47438	0.560786
7.09531	0.300698
3.72852	0.726399
4.8782	0.506178
6.90811	0.309124
4.04902	0.641427
4.4259	0.559698
7.85475	0.263812
4.01758	0.622199
4.01758	0.622199
8.52092	0.241121
5.10961	0.48018
5.19645	0.463068
7.64855	0.270275
3.9633	0.651869
6.14828	0.367818
8.35197	0.234867
4.57515	0.542088
5.97992	0.376905
8.71291	0.225964
4.213	0.582574
5.36119	0.424259
9.2066	0.216607
5.99836	0.385573
5.99836	0.385573
8.39857	0.24077
5.62425	0.41806
6.43615	0.344858
8.83127	0.222194
4.98723	0.468312
5.1571	0.441998
9.80204	0.203157
5.84907	0.385571
5.97447	0.384851
9.3807	0.208106
4.81912	0.472325
4.81912	0.472325
10.3359	0.195948
4.88352	0.488646
7.15203	0.28873
9.6901	0.197139
6.60477	0.335207
6.76712	0.324474
9.57167	0.204192
5.28862	0.446339
7.47649	0.275692
9.51575	0.198797
5.36399	0.427059
6.63026	0.317138
10.1982	0.190922
5.01585	0.45118
5.86679	0.364841
10.679	0.187254
6.21511	0.358816
7.35722	0.281553
9.93999	0.19276
7.19779	0.299573
7.19779	0.299573
10.3105	0.191525
6.15626	0.352699
6.78725	0.311934
10.5711	0.184208
5.51264	0.395641
5.65822	0.383879
11.0013	0.182345
7.04277	0.304569
7.57679	0.272354
10.3162	0.188431
6.89318	0.311306
7.67027	0.266132
10.4317	0.18514
5.69761	0.400977
8.63539	0.224046
9.94691	0.185418
5.23325	0.415452
5.23325	0.415452
11.2984	0.180754
6.00954	0.370628
8.27214	0.233884
10.258	0.183396
5.63456	0.397818
7.49941	0.262293
10.6953	0.18059
6.7601	0.315654
8.50194	0.226484
10.2485	0.183196
7.49475	0.281584
7.80416	0.262204
10.8911	0.182245
5.8391	0.372985
6.91912	0.293353
11.0157	0.17884
6.57228	0.324812
7.99656	0.245557
10.6258	0.178833
5.46317	0.398197
5.96508	0.353079
11.3058	0.178981
7.31233	0.283837
8.40551	0.229998
10.6699	0.180451
6.08022	0.35624
7.34158	0.270946
11.0267	0.176124
6.81757	0.312912
8.52524	0.223745
10.703	0.177261
6.39356	0.341758
9.04584	0.206069
10.3728	0.180418
7.81811	0.266233
7.81811	0.266233
11.348	0.182267
6.69722	0.31906
9.56267	0.195306
9.98127	0.183059
7.78115	0.262209
8.17373	0.243296
11.1399	0.180759
6.49023	0.329103
8.36044	0.227907
10.719	0.176393
7.16542	0.285899
9.16488	0.203313
10.3251	0.179319
7.44061	0.281897
8.65367	0.21897
10.9467	0.179762
7.70286	0.257275
9.05041	0.205486
10.5534	0.179303
7.1828	0.288688
9.24303	0.199435
10.4618	0.179464
7.79857	0.266301
8.15462	0.244985
11.3631	0.181688
7.04744	0.301574
9.47366	0.191469
10.4275	0.181213
7.67338	0.264579
8.82254	0.212492
10.9025	0.179241
7.65101	0.258138
9.70937	0.187897
10.067	0.183594
